Summary,Label
"Microsoft and Swatch announced a new line of wireless data watches named Paparazzi. The watches offer news, sports, weather and stock quotes, among other snippets of content, via Microsoft #39;s MSN Direct wireless data service.",Science
Saks says shutting down weaker stores will allow the company to focus on its more  quot;productive quot; locations and further strengthen its brand.,Business
At least 100 Delta Air Lines (nyse: DAL - news - people ) pilots are expected to retire effective Wednesday. That #39;s the starting date for the 32.5 pay cut agreed upon under Chief Executive Gerald Grinstein #39;s master plan.,Business
"AFP - President George W. Bush has rewritten US foreign policy during four years at the White House, with the war on terror now taking priority and doubt cast on some traditional alliances.",Global
"The official crowd at Fenway Park last night was a capacity 35,120, but as the years pass, the number of people who claim to have attended the Red Sox stats, schedule #39; 5-4, 14-inning victory",Sports
Rigel Kent Security  amp; Advisory Services notified Symantec of three high-risk vulnerabilities they identified in the Symantec Firewall/VPN Appliance during an assessment.,Science
President Bush will travel to Florida Wednesday to survey damage from Hurricane Frances. He sent a letter to Congress asking for \$2 billion to help with recovery efforts.,Science
"WASHINGTON (Reuters) - U.S. jobs were created at the  heartiest pace in seven months during October, the government   said on Friday, spurred by rebuilding in the hurricane-battered  Southeast and brisk hiring in service industries.",Business
"Version 1.0 of the Mozilla Thunderbird email client is finally available for download, according to an announcement from the Mozilla Foundation.",Science
"By MICHAEL LIEDTKE     SAN FRANCISCO (AP) -- With its low prices and iconoclastic attitude, discount stock broker Charles Schwab Corp. (SCH) represented an annoying stone in Wall Street's wing-tipped shoes for decades...",Science
A ROBOT that will generate its own power by eating flies is being developed by British scientists. The idea is to produce electricity by catching flies and digesting them in special fuel cells that will break,Science
Reuters - (Clint Willis is a freelance writer who covers mutual funds\for Reuters. Any opinions in the column are solely those of Mr.\Willis.),Business
A crucial legal ruling in Oracle's takeover bid for Peoplesoft is delayed after a judge says he needs to hear more evidence.,Business
"NEW YORK (Reuters) - Shares of Google Inc. will make their  Nasdaq stock market debut on Thursday after the year's most  anticipated initial public offering priced far below initial  estimates, raising \$1.67 billion.",Business
"Madrid, Spain (Sports Network) - Star striker Ronaldo could miss Real Madrid #39;s La Liga contest Sunday against Deportivo La Coruna due to injury.",Sports
At least nine Iraqis and four US soldiers are reported to have been killed in renewed violence in Iraq.,Global
"GROZNY, Russia (Reuters) - Chechnya's new leader vowed on  Monday to rebuild the shattered region and crush extremists,  after winning an election condemned by rights groups as a  stage-managed show and by Washington as seriously flawed.",Global
Petter Solberg demonstrated his winning potential aboard his Subaru Impreza WRC2004 today to take three stage wins and end Leg one in second position overall.,Sports
"AP - Eric Munson and Omar Infante each hit two-run homers and Detroit's bullpen stayed busy all night Thursday, leading the Tigers to a 6-4 win over the Cleveland Indians.",Sports
Israeli air strikes killed two Hamas militants in Gaza on Thursday just after the Islamic group renewed its threats to continue rocket attacks against Israelis despite a massive army offensive aimed at stopping them.,Global
Miami of Ohio's Terry Hoeppner is hired as Indiana's football coach and vows to take the Hoosiers to the Rose Bowl for the first time since 1968.,Sports
"With Sir Clive Woodward seemingly on his way to soccer, England #39;s rugby team is looking for a new coach to follow up last year #39;s World Cup triumph.",Sports
Stocks finished mixed in post-holiday trading Friday as Wall Street meandered through a shortened session. The major indexes ended the week higher as investors looked forward to the results of the first weekend of holiday shopping and a key jobs report next week.,Business
"Tied for the lead in what was shaping up as another shootout at Disney, Tom Lehman believes he has experience on his side. Not from the last 12 years, but the last three weeks.",Sports
A Thai policeman was today being hunted after being accused of killing a British couple near a popular tourist destination last night.,Global
"AFP - Dutch steel groups Ispat International and LNM Holdings, both run by Indian businessman Lakshmi Mittal, said they had agreed to merge with US International Steel Group to form the world's largest steelmaker.",Global
"AP - Next October, Chase Austin will finally be old enough to drive to the grocery store by himself. By then, though, he'll also have a full season of stock car racing under his belt.",Sports
"AFP - A French national shot dead in the Saudi Red Sea city of Jeddah overnight was the target of a  quot;terrorist attack quot; according to initial investigations, an interior ministry spokesman told AFP.",Global
AP - President Bush sought support from congressional leaders of both parties Monday for his aggressive proposal to overhaul Social Security during his second term.,Global
SAN FRANCISCO (CBS.MW) -- Berkshire Hathaway vice-chairman Charles Munger and his wife Nancy Munger on Thursday donated \$43.5 million to Stanford University and its law school.,Business
DUBAI/PARIS (Reuters) - The French government held crisis  talks on the fate of two French journalists held hostage in  Iraq Wednesday amid growing uncertainty over whether their  kidnappers had demanded a ransom and two-day deadline.,Global
The leaders of India and Pakistan promised Friday to work together to  quot;restore normalcy and cooperation quot; between their countries and seek peace in the disputed Himalayan territory of Kashmir.,Global
Orders for durable goods rose in September for the third time in four months. Home sales also increased. Orders for goods intended to last more than three years increased 0.2 percent to \$195.,Business
"NASA #39;s Swift satellite successfully launched today aboard a Boeing Delta 2 rocket at 12:16 pm EST from Launch Complex 17A at the Cape Canaveral Air Force Station, Fla.",Science
"At a news conference with Prime Minister Tony Blair, President Bush said there was a ""great chance"" to create a Palestinian state.",Global
"Michael Schumacher has set the stage for what promises to be a thrilling fightback through the field by qualifying at the back of the grid for the inaugural Chinese Grand Prix, which starts at 0700.",Sports
